Index,Height(cm),Weight(kg)
15444,176.7,64.9
15445,177.7,59.6
15446,173.5,58.0
15447,172.0,62.6
15448,173.1,64.7
15449,176.2,61.6
15450,172.1,59.6
15451,178.4,60.4
15452,171.6,57.7
15453,172.3,56.9
15454,168.4,51.7
15455,173.4,54.0
15456,172.5,63.7
15457,181.6,61.1
15458,177.3,61.4
15459,171.5,56.2
15460,174.3,63.9
15461,185.2,62.3
15462,173.7,51.8
15463,174.6,61.0
15464,170.4,57.2
15465,169.1,52.2
15466,173.2,50.1
15467,174.0,61.8
15468,171.8,62.5
15469,177.1,58.4
15470,166.8,43.5
15471,175.2,67.1
15472,173.8,59.3
15473,171.8,58.3
15474,180.2,61.6
15475,181.4,74.1
15476,174.4,54.3
15477,170.9,59.8
15478,176.3,58.5
15479,172.6,55.2
15480,168.1,51.0
15481,176.3,60.7
15482,171.4,53.2
15483,174.1,54.7
15484,177.3,54.4
15485,174.3,57.6
15486,175.0,59.6
15487,172.5,48.0
15488,181.6,54.3
15489,170.6,57.9
15490,175.3,56.1
15491,182.7,72.0
15492,165.0,60.6
15493,169.0,61.2
15494,174.5,60.0
15495,173.6,56.6
15496,162.9,52.4
15497,168.1,58.9
15498,162.9,54.9
15499,172.6,60.7
15500,175.7,60.7
15501,175.8,54.2
15502,186.2,69.7
15503,176.4,53.3
15504,179.0,66.4
15505,166.7,57.8
15506,169.5,54.9
15507,170.1,61.6
15508,166.0,59.8
15509,168.0,60.0
15510,168.1,50.5
15511,176.8,52.2
15512,164.7,59.9
15513,168.0,53.2
15514,172.9,66.8
15515,173.8,63.1
15516,164.4,51.5
15517,170.5,54.6
15518,173.4,54.5
15519,164.2,59.0
15520,167.5,55.8
15521,177.1,61.2
15522,170.7,52.5
15523,185.2,70.0
15524,177.8,58.7
15525,170.7,49.5
15526,174.8,55.3
15527,175.2,59.5
15528,179.6,48.8
15529,176.1,50.2
15530,173.7,63.3
15531,167.3,49.1
15532,171.6,62.6
15533,175.4,54.4
15534,165.0,59.3
15535,165.1,51.0
15536,176.9,51.2
15537,173.6,42.4
15538,172.2,61.4
15539,173.6,59.2
15540,175.5,62.2
15541,168.1,53.0
15542,177.5,57.7
15543,173.1,54.1
15544,181.6,66.9
15545,171.7,69.0
15546,176.1,57.7
15547,163.4,46.1
15548,177.9,58.7
15549,172.6,54.7
15550,176.2,52.6
15551,166.7,52.2
15552,168.8,53.3
15553,170.2,52.8
15554,170.6,60.4
15555,173.7,55.8
15556,170.0,55.8
15557,176.3,57.1
15558,171.3,62.0
15559,170.8,56.8
15560,178.2,58.9
15561,173.3,65.8
15562,169.0,59.7
15563,172.5,61.1
15564,166.3,57.2
15565,174.4,56.0
15566,171.6,60.7
15567,171.9,57.9
15568,171.6,58.9
15569,174.8,52.9
15570,170.2,52.7
15571,173.0,63.3
15572,170.7,53.2
15573,169.3,54.1
15574,170.7,57.8
15575,168.2,54.9
15576,171.1,60.5
15577,173.0,49.9
15578,177.5,58.0
15579,173.3,62.8
15580,166.8,64.0
15581,167.6,51.6
15582,171.7,46.4
15583,167.4,63.2
15584,178.7,57.6
15585,167.8,54.4
15586,167.1,57.6
15587,166.9,50.8
15588,174.2,64.0
15589,172.6,51.1
15590,172.0,62.0
15591,176.2,65.0
15592,179.4,60.5
15593,175.4,64.9
15594,176.7,70.1
15595,171.5,61.8
15596,168.5,54.6
15597,165.7,52.2
15598,182.1,57.9
15599,168.7,50.1
15600,168.7,55.9
15601,165.7,60.0
15602,176.2,65.7
15603,170.1,52.9
15604,170.0,53.1
15605,173.6,54.2
15606,172.0,52.7
15607,169.3,56.2
15608,180.7,59.4
15609,177.2,60.1
15610,170.4,56.1
15611,178.2,59.9
15612,170.7,56.9
15613,168.8,49.6
15614,178.9,58.1
15615,171.3,53.4
15616,170.8,52.4
15617,166.5,52.6
15618,174.2,59.6
15619,181.5,64.0
15620,170.2,69.0
15621,179.7,68.3
15622,164.0,55.9
15623,168.7,58.4
15624,182.6,58.7
15625,171.1,61.9
15626,170.8,55.9
15627,176.3,59.5
15628,170.3,53.6
15629,178.2,65.1
15630,173.2,56.0
15631,176.1,53.8
15632,174.8,54.3
15633,179.6,60.2
15634,160.1,52.9
15635,179.8,59.0
15636,178.1,63.8
15637,171.9,51.4
15638,178.9,59.0
15639,173.9,65.2
15640,175.8,66.8
15641,175.4,57.3
15642,175.8,58.1
15643,176.0,63.8
15644,171.1,52.0
15645,173.1,60.8
15646,171.5,57.9
15647,174.9,63.1
15648,170.9,60.9
15649,170.1,53.0
15650,170.9,55.1
15651,167.7,52.8
15652,167.4,53.2
15653,167.6,52.4
15654,165.1,53.2
15655,173.6,57.3
15656,169.4,59.4
15657,179.6,54.9
15658,179.6,61.1
15659,182.4,61.9
15660,166.6,51.2
15661,172.4,64.3
15662,176.2,61.5
15663,176.1,63.1
15664,170.6,60.8
15665,173.4,55.8
15666,172.3,58.6
15667,162.5,52.0
15668,174.2,61.5
15669,167.3,59.4
15670,167.0,51.2
15671,174.1,62.4
15672,168.1,56.7
15673,161.1,47.0
15674,164.1,52.5
15675,162.9,51.8
15676,163.2,55.6
15677,171.5,62.3
15678,169.3,54.1
15679,173.8,59.0
15680,179.5,52.0
15681,172.8,51.4
15682,172.9,52.4
15683,167.8,54.0
15684,176.1,62.8
15685,173.6,59.3
15686,173.0,55.2
15687,171.7,59.9
15688,166.7,50.6
15689,175.7,66.1
15690,178.2,57.6
15691,175.1,53.2
15692,180.9,57.0
15693,179.3,53.0
15694,175.8,57.3
15695,173.0,60.3
15696,171.6,59.2
15697,166.7,59.2
15698,171.2,64.9
15699,173.4,54.6
15700,171.6,59.1
15701,161.0,63.0
15702,170.5,51.9
15703,168.9,61.5
15704,169.2,56.2
15705,173.8,59.3
15706,180.8,65.1
15707,172.7,47.6
15708,173.8,58.5
15709,172.1,50.1
15710,175.2,61.4
15711,169.5,53.8
15712,185.8,66.7
15713,169.5,52.5
15714,170.9,55.5
15715,177.0,66.6
15716,181.0,68.3
15717,170.7,58.2
15718,170.3,58.7
15719,172.8,60.7
15720,169.5,56.2
15721,163.9,66.1
15722,173.1,49.6
15723,176.1,67.9
15724,174.7,61.9
15725,174.9,61.8
15726,173.3,59.7
15727,178.7,50.1
15728,165.8,49.0
15729,176.4,56.3
15730,167.0,58.9
15731,162.4,59.0
15732,168.1,57.9
15733,163.6,52.2
15734,170.8,50.7
15735,171.3,59.1
15736,166.1,46.5
15737,178.9,58.9
15738,178.4,62.8
15739,172.8,60.2
15740,169.9,52.7
15741,174.1,49.3
15742,173.0,57.8
15743,176.9,62.5
15744,168.4,55.4
15745,171.6,58.8
15746,174.4,56.1
15747,167.4,54.8
15748,178.1,63.3
15749,169.9,60.2
15750,178.5,61.9
15751,165.5,62.2
15752,172.5,60.6
15753,171.9,59.6
15754,162.5,53.3
15755,186.1,54.7
15756,171.2,67.4
15757,176.3,64.9
15758,171.5,51.8
15759,173.2,57.4
15760,180.4,62.8
15761,167.9,58.0
15762,170.4,53.0
15763,172.9,49.3
15764,173.7,64.1
15765,174.9,57.4
15766,176.3,64.0
15767,169.9,52.0
15768,171.2,65.9
15769,177.1,66.2
15770,170.7,53.1
15771,172.3,58.3
15772,178.4,60.0
15773,166.8,60.2
15774,166.9,54.5
15775,178.7,63.8
15776,172.5,53.4
15777,181.1,60.8
15778,172.9,58.9
15779,172.4,49.6
15780,167.0,58.7
15781,179.9,61.9
15782,175.2,59.3
15783,173.2,56.1
15784,175.3,64.7
15785,165.6,45.5
15786,166.7,61.7
15787,176.3,54.9
15788,176.2,61.3
15789,177.5,58.5
15790,176.5,56.2
15791,162.2,50.7
15792,170.3,52.6
15793,169.1,59.1
15794,171.1,52.6
15795,170.5,50.4
15796,176.0,61.5
15797,177.3,60.5
15798,176.0,58.6
15799,180.2,59.6
15800,169.2,58.9
15801,166.0,60.1
15802,174.9,54.7
15803,172.0,56.2
15804,176.4,62.2
15805,178.8,62.5
15806,172.9,58.4
15807,174.5,52.2
15808,170.5,61.1
15809,167.5,59.7
15810,168.5,68.1
15811,173.3,54.7
15812,179.6,65.2
15813,172.6,51.2
15814,175.9,65.8
15815,175.5,58.7
15816,164.5,51.9
15817,171.7,53.3
15818,175.4,59.1
15819,179.2,65.9
15820,168.2,49.8
15821,163.5,49.9
15822,175.5,59.3
15823,168.0,65.4
15824,169.7,50.8
15825,175.2,58.3
15826,175.2,60.6
15827,180.9,64.7
15828,174.3,63.7
15829,158.4,56.6
15830,168.1,54.9
15831,173.3,60.7
15832,173.7,58.3
15833,177.2,59.6
15834,171.2,49.9
15835,168.0,55.0
15836,171.5,66.3
15837,172.3,60.1
15838,172.8,60.2
15839,169.3,48.6
15840,169.3,58.0
15841,160.3,57.5
15842,172.1,64.0
15843,178.3,64.8
15844,163.5,47.8
15845,180.6,62.6
15846,171.8,59.9
15847,170.3,56.3
15848,170.2,55.0
15849,167.7,48.7
15850,173.2,54.1
15851,173.0,56.9
15852,172.6,58.7
15853,165.7,60.8
15854,170.2,61.0
15855,175.5,58.0
15856,173.2,55.1
15857,183.7,59.7
15858,173.1,50.1
15859,168.1,51.2
15860,176.2,56.6
15861,167.8,61.1
15862,168.8,53.9
15863,171.7,51.4
15864,174.1,59.5
15865,172.9,56.0
15866,174.7,62.0
15867,180.8,58.7
15868,179.0,54.0
15869,178.5,60.9
15870,179.9,67.7
15871,169.7,62.3
15872,164.0,50.9
15873,173.5,57.8
15874,170.6,50.3
15875,174.9,59.5
15876,174.4,57.3
15877,179.1,58.7
15878,175.6,59.8
15879,175.4,64.8
15880,174.0,59.1
15881,169.0,51.4
15882,168.3,56.9
15883,171.9,62.2
15884,169.2,52.4
15885,174.1,55.4
15886,172.8,61.9
15887,181.3,66.0
15888,166.8,51.4
15889,175.4,55.0
15890,167.9,55.0
15891,173.5,63.9
15892,175.1,62.4
15893,176.9,62.3
15894,173.2,55.5
15895,171.9,50.0
15896,174.8,61.6
15897,171.3,56.9
15898,172.3,52.1
15899,176.3,62.7
15900,176.9,61.3
15901,178.2,53.7
15902,172.5,60.8
15903,177.1,58.9
15904,168.3,56.0
15905,174.8,49.3
15906,169.4,58.3
15907,177.5,66.6
15908,177.2,61.8
15909,171.0,53.8
15910,179.4,62.0
15911,168.6,53.9
15912,170.6,57.8
15913,174.9,55.3
15914,166.3,54.0
15915,171.0,57.0
15916,173.9,51.7
15917,171.0,59.4
15918,166.7,44.0
15919,175.5,58.4
15920,169.4,56.2
15921,170.9,54.4
15922,169.8,64.1
15923,164.7,47.2
15924,173.1,63.2
15925,172.3,66.0
15926,173.8,58.1
15927,173.8,53.7
15928,175.0,61.6
15929,171.9,52.6
15930,164.4,57.5
15931,165.5,48.6
15932,173.5,61.0
15933,171.4,62.4
15934,171.7,56.3
15935,165.2,58.4
15936,180.5,58.9
15937,169.0,48.9
15938,173.8,55.6
15939,176.5,58.8
15940,170.2,57.4
15941,171.1,57.4
15942,170.3,57.5
15943,167.4,61.8
15944,178.4,65.9
15945,167.5,53.7
15946,177.7,57.3
15947,170.1,56.8
15948,178.6,63.6
15949,178.1,60.3
15950,167.0,57.4
15951,176.7,61.2
15952,167.4,49.2
15953,179.8,59.2
15954,176.4,59.6
15955,169.2,59.2
15956,172.2,63.3
15957,175.1,63.0
15958,181.1,66.6
15959,171.7,61.1
15960,175.5,55.9
15961,180.5,67.1
15962,177.4,52.6
15963,169.8,47.3
15964,177.2,62.4
15965,171.7,63.1
15966,175.7,61.1
15967,188.6,68.1
15968,175.6,61.5
15969,168.4,53.2
15970,173.4,56.3
15971,179.6,71.0
15972,165.6,50.2
15973,162.0,55.6
15974,182.1,66.2
15975,172.7,64.3
15976,171.6,60.3
15977,166.7,65.1
15978,163.5,48.7
15979,177.1,62.1
15980,186.3,63.5
15981,165.3,54.8
15982,171.7,55.5
15983,174.8,56.1
15984,168.8,53.2
15985,173.9,56.8
15986,168.2,60.4
15987,168.5,52.7
15988,170.9,62.2
15989,166.8,56.3
15990,170.0,49.7
15991,165.3,47.7
15992,172.6,59.5
15993,168.0,54.5
15994,176.4,54.6
15995,167.1,56.2
15996,165.7,52.7
15997,173.7,53.2
15998,169.1,51.6
15999,171.9,51.7
16000,173.9,52.0
16001,172.6,66.7
16002,173.8,52.0
16003,172.2,54.8
16004,168.0,61.6
16005,174.9,58.4
16006,177.3,59.2
16007,179.6,59.6
16008,177.0,57.9
16009,170.5,51.2
16010,172.1,51.6
16011,172.7,53.3
16012,167.9,54.0
16013,178.4,59.3
16014,177.0,58.0
16015,179.4,69.9
16016,168.8,52.2
16017,167.2,53.6
16018,176.4,60.5
16019,170.7,57.3
16020,172.4,60.1
16021,179.8,59.4
16022,173.3,50.6
16023,175.9,65.9
16024,176.0,57.7
16025,176.6,59.2
16026,175.8,64.0
16027,172.3,58.8
16028,167.1,58.4
16029,169.1,56.4
16030,167.0,61.0
16031,167.1,58.4
16032,172.9,53.9
16033,173.7,46.4
16034,173.3,55.9
16035,169.3,59.2
16036,167.1,51.2
16037,164.7,53.3
16038,176.0,71.8
16039,172.6,50.7
16040,174.3,62.2
16041,169.8,56.0
16042,170.5,52.8
16043,175.6,58.9
16044,168.0,48.4
16045,168.7,62.6
16046,178.8,53.6
16047,174.4,62.6
16048,178.2,60.6
16049,169.8,59.2
16050,178.8,60.4
16051,174.6,53.0
16052,166.1,50.2
16053,182.7,61.7
16054,177.4,59.0
16055,174.1,63.5
16056,175.2,56.7
16057,172.1,51.2
16058,168.9,56.6
16059,165.0,42.6
16060,171.1,60.2
16061,180.9,62.1
16062,177.2,59.0
16063,177.6,63.4
16064,178.1,68.8
16065,174.1,58.3
16066,171.3,56.6
16067,174.5,55.1
16068,173.0,59.7
16069,171.9,52.9
16070,171.8,52.8
16071,164.1,55.1
16072,170.9,56.7
16073,177.5,63.8
16074,170.7,61.5
16075,171.5,48.3
16076,170.0,54.6
16077,176.3,67.0
16078,175.0,61.8
16079,172.6,51.3
16080,171.3,57.6
16081,175.1,59.5
16082,173.2,62.8
16083,169.7,54.5
16084,176.9,58.1
16085,176.2,61.8
16086,177.4,56.0
16087,167.0,51.2
16088,167.0,56.2
16089,166.9,59.7
16090,172.3,59.5
16091,176.1,61.3
16092,172.0,54.7
16093,168.5,49.7
16094,171.4,54.8
16095,171.0,57.3
16096,177.5,60.9
16097,166.5,56.0
16098,164.1,52.3
16099,180.2,62.5
16100,165.4,64.6
16101,167.4,55.1
16102,175.2,59.2
16103,182.4,71.4
16104,163.2,57.2
16105,180.0,66.7
16106,170.1,61.5
16107,168.0,58.7
16108,182.7,62.1
16109,165.3,49.3
16110,177.0,57.2
16111,164.4,52.1
16112,175.6,57.1
16113,170.9,49.8
16114,171.4,55.1
16115,177.1,63.1
16116,178.2,50.4
16117,169.2,58.4
16118,171.5,57.2
16119,169.4,55.5
16120,172.0,60.4
16121,175.6,58.0
16122,173.7,60.5
16123,170.4,52.7
16124,164.0,46.1
16125,167.2,50.9
16126,172.4,54.8
16127,171.6,74.7
16128,175.1,68.5
16129,169.9,57.8
16130,161.9,54.1
16131,171.6,63.5
16132,175.6,53.4
16133,172.8,51.2
16134,170.3,53.2
16135,179.4,49.2
16136,172.8,56.8
16137,165.6,55.5
16138,172.6,56.9
16139,175.9,64.2
16140,167.5,63.6
16141,171.7,52.5
16142,180.4,56.6
16143,172.1,53.8
16144,175.6,63.8
16145,169.7,53.6
16146,189.2,59.4
16147,172.8,63.2
16148,172.9,55.6
16149,178.1,61.6
16150,169.7,51.9
16151,177.8,66.2
16152,173.9,56.2
16153,166.0,54.2
16154,168.6,54.0
16155,165.8,54.8
16156,172.0,60.7
16157,167.6,53.3
16158,167.7,61.6
16159,178.4,61.6
16160,173.7,59.5
16161,176.9,65.8
16162,170.9,45.0
16163,176.7,68.7
16164,167.6,49.9
16165,165.7,57.1
16166,172.2,54.2
16167,179.7,68.0
16168,169.0,48.7
16169,175.9,64.1
16170,171.3,68.5
16171,175.0,61.8
16172,172.8,60.5
16173,174.1,57.9
16174,171.1,53.1
16175,181.4,59.8
16176,173.0,61.1
16177,162.2,53.2
16178,175.8,51.4
16179,180.3,60.9
16180,170.3,50.8
16181,173.6,65.0
16182,172.9,53.1
16183,163.2,53.5
16184,170.3,60.8
16185,170.2,49.9
16186,168.5,55.7
16187,179.0,59.2
16188,163.7,54.3
16189,173.9,60.3
16190,169.3,52.8
16191,166.3,58.5
16192,170.4,59.6
16193,168.1,48.6
16194,174.5,51.8
16195,168.4,51.9
16196,169.3,54.5
16197,175.9,59.4
16198,171.3,57.7
16199,163.6,42.5
16200,166.5,64.7
16201,169.9,56.7
16202,179.5,65.4
16203,172.5,60.0
16204,170.0,56.9
16205,169.0,49.7
16206,176.1,54.6
16207,179.9,59.6
16208,168.1,52.1
16209,177.5,53.5
16210,165.2,45.2
16211,176.5,64.9
16212,172.6,53.7
16213,176.9,62.4
16214,177.3,63.7
16215,164.1,51.3
16216,174.5,55.8
16217,172.4,52.9
16218,164.0,49.5
16219,171.6,61.0
16220,174.2,65.3
16221,170.0,58.7
16222,183.9,61.1
16223,180.6,61.5
16224,162.4,48.5
16225,172.7,61.1
16226,168.7,54.7
16227,174.2,56.4
16228,174.6,67.2
16229,170.4,57.8
16230,177.7,57.4
16231,177.1,55.0
16232,175.9,63.0
16233,169.4,58.3
16234,178.7,64.5
16235,171.4,56.4
16236,174.1,55.3
16237,171.5,55.4
16238,167.0,54.6
16239,169.5,58.6
16240,183.4,63.4
16241,170.0,48.8
16242,171.4,71.3
16243,173.8,67.1
16244,174.1,54.3
16245,169.6,53.8
16246,164.6,55.2
16247,178.4,62.1
16248,185.7,63.8
16249,168.3,50.8
16250,170.6,53.6
16251,176.1,56.9
16252,164.2,55.3
16253,174.9,54.6
16254,168.6,55.9
16255,180.9,54.3
16256,179.7,62.7
16257,173.6,50.4
16258,172.2,62.5
16259,167.3,60.9
16260,174.3,65.7
16261,172.8,54.9
16262,172.5,63.8
16263,170.0,54.4
16264,164.4,54.0
16265,179.8,54.7
16266,171.1,55.1
16267,164.8,49.9
16268,163.1,55.4
16269,173.8,58.6
16270,170.8,57.8
16271,176.0,63.9
16272,168.0,56.4
16273,170.6,61.4
16274,175.1,58.9
16275,178.7,57.2
16276,169.1,59.8
16277,178.9,60.5
16278,168.4,60.0
16279,164.9,55.9
16280,173.7,54.8
16281,169.2,58.3
16282,172.1,60.1
16283,172.1,54.8
16284,172.3,60.5
16285,174.8,59.3
16286,176.1,62.3
16287,160.0,58.1
16288,172.8,57.8
16289,172.4,58.4
16290,163.4,52.9
16291,175.7,55.0
16292,165.1,51.2
16293,176.5,61.2
16294,181.9,63.6
16295,173.1,54.7
16296,180.5,66.4
16297,175.7,62.5
16298,179.4,61.9
16299,173.4,55.5
16300,165.6,50.7
16301,175.7,45.6
16302,173.4,55.3
16303,176.4,57.9
16304,169.7,58.2
16305,175.2,55.6
16306,179.0,62.0
16307,177.9,62.3
16308,171.0,64.0
16309,175.3,54.3
16310,171.4,51.0
16311,171.0,54.1
16312,183.0,60.3
16313,173.9,60.8
16314,180.2,68.8
16315,167.6,45.4
16316,166.9,58.6
16317,172.4,56.1
16318,174.5,59.3
16319,179.3,59.0
16320,179.1,60.2
16321,164.8,51.2
16322,172.8,54.1
16323,173.7,64.8
16324,165.9,49.5
16325,164.3,50.1
16326,172.2,59.4
16327,174.6,61.2
16328,168.4,51.2
16329,164.3,58.1
16330,160.5,44.4
16331,170.3,55.9
16332,177.2,60.7
16333,180.9,55.7
16334,178.2,55.6
16335,178.4,51.8
16336,173.4,59.7
16337,173.6,64.1
16338,178.6,63.8
16339,170.4,50.1
16340,179.2,63.7
16341,174.8,59.0
16342,168.8,57.3
16343,171.8,59.3
16344,177.8,61.4
16345,180.0,66.4
16346,170.8,57.8
16347,167.1,49.7
16348,174.8,55.3
16349,173.1,62.2
16350,173.1,62.5
16351,167.7,58.9
16352,180.7,61.9
16353,167.0,63.3
16354,168.8,52.7
16355,181.4,63.3
16356,168.2,53.3
16357,165.9,49.9
16358,177.6,56.5
16359,174.4,57.5
16360,173.5,57.8
16361,174.9,59.4
16362,169.7,56.9
16363,180.9,65.7
16364,168.9,61.9
16365,167.1,53.1
16366,167.7,59.6
16367,171.3,47.8
16368,171.7,53.7
16369,171.0,62.8
16370,180.0,59.5
16371,166.3,64.0
16372,173.3,64.1
16373,181.1,55.8
16374,181.6,64.4
16375,165.0,54.0
16376,176.5,63.1
16377,172.4,53.6
16378,175.0,65.8
16379,172.9,58.0
16380,163.6,43.6
16381,169.3,48.9
16382,173.7,50.0
16383,164.2,65.4
16384,168.8,57.5
16385,181.6,60.6
16386,187.7,60.9
16387,168.5,58.8
16388,163.9,58.5
16389,167.3,48.1
16390,169.7,50.6
16391,183.3,60.8
16392,176.2,60.3
16393,173.2,66.3
16394,179.1,58.1
16395,167.1,59.4
16396,178.2,55.9
16397,171.3,55.4
16398,179.6,61.6
16399,172.9,69.6
16400,173.6,59.5
16401,170.7,59.4
16402,174.5,57.0
16403,179.0,60.5
16404,169.9,60.7
16405,177.5,62.1
16406,172.9,59.4
16407,175.8,60.4
16408,171.4,59.6
16409,173.6,53.4
16410,175.3,63.0
16411,166.0,47.9
16412,166.2,52.9
16413,168.3,55.8
16414,174.5,57.1
16415,167.9,60.9
16416,163.6,60.8
16417,176.5,60.7
16418,164.1,47.5
16419,172.1,56.5
16420,172.4,52.1
16421,169.2,59.4
16422,170.9,49.4
16423,173.9,57.5
16424,173.7,63.5
16425,167.2,53.8
16426,173.5,56.9
16427,166.5,58.9
16428,174.7,68.8
16429,175.2,61.8
16430,177.1,57.4
16431,174.3,67.6
16432,178.5,62.1
16433,175.3,57.3
16434,165.7,50.5
16435,172.2,49.8
16436,165.5,56.9
16437,172.3,47.3
16438,172.6,57.2
16439,172.9,47.4
16440,172.6,57.1
16441,172.9,55.8
16442,176.6,63.9
16443,171.3,62.1
16444,177.6,64.9
16445,173.8,56.2
16446,170.6,55.0
16447,173.0,57.7
16448,180.3,72.9
16449,176.9,61.8
16450,169.8,61.3
16451,171.4,58.1
16452,178.6,66.5
16453,180.2,66.3
16454,166.5,58.1
16455,170.4,55.0
16456,178.0,49.2
16457,181.3,68.0
16458,176.4,64.2
16459,169.7,55.4
16460,176.8,62.7
16461,167.3,53.8
16462,169.1,64.3
16463,180.7,59.3
16464,167.7,58.6
16465,168.4,52.8
16466,175.3,53.4
16467,172.3,65.4
16468,171.4,47.8
16469,171.4,56.0
16470,166.0,52.5
16471,172.3,57.2
16472,177.3,57.5
16473,174.9,57.0
16474,172.3,56.3
16475,174.8,55.1
16476,179.0,59.2
16477,185.8,73.1
16478,182.8,66.4
16479,171.3,54.1
16480,174.9,52.0
16481,177.1,59.3
16482,171.3,61.8
16483,180.6,55.4
16484,172.0,62.7
16485,169.6,51.1
16486,180.1,60.3
16487,171.4,47.3
16488,172.9,50.6
16489,174.1,57.0
16490,171.2,63.2
16491,171.8,56.2
16492,166.9,43.8
16493,169.5,54.2
16494,177.9,62.9
16495,169.7,50.0
16496,182.4,63.5
16497,177.2,62.2
16498,174.3,45.7
16499,172.8,51.3
16500,178.9,64.2
16501,176.6,59.0
16502,166.5,52.2
16503,171.9,55.9
16504,173.5,54.7
16505,181.4,67.7
16506,180.0,61.4
16507,178.3,61.3
16508,171.0,60.3
16509,169.4,50.7
16510,174.1,44.6
16511,172.9,58.2
16512,165.7,61.6
16513,170.2,52.1
16514,160.3,52.6
16515,175.1,61.5
16516,166.1,57.5
16517,169.5,62.2
16518,172.7,53.2
16519,173.3,58.1
16520,174.8,56.0
16521,174.7,60.0
16522,168.3,53.8
16523,164.2,62.9
16524,173.2,59.6
16525,180.0,60.8
16526,169.7,52.0
16527,177.6,63.3
16528,177.5,62.3
16529,165.6,49.7
16530,165.0,49.6
16531,162.1,52.8
16532,176.1,60.8
16533,172.9,54.0
16534,168.7,60.7
16535,174.6,55.0
16536,181.4,63.0
16537,177.8,60.8
16538,167.8,51.3
16539,172.8,52.8
16540,161.1,57.9
16541,166.0,52.2
16542,174.4,58.9
16543,172.4,58.9
16544,175.8,63.2
16545,174.8,58.3
16546,177.1,61.3
16547,172.8,62.9
16548,167.6,54.0
16549,178.1,51.9
16550,176.6,59.6
16551,173.1,53.6
16552,172.8,62.2
16553,166.4,41.1
16554,178.1,63.9
16555,176.7,61.8
16556,172.2,56.2
16557,176.3,59.7
16558,175.7,56.8
16559,170.4,58.7
16560,169.1,46.3
16561,166.9,58.1
16562,167.3,52.0
16563,167.1,52.7
16564,170.4,53.9
16565,169.3,43.9
16566,177.5,63.3
16567,176.2,61.4
16568,176.3,66.1
16569,176.2,60.6
16570,169.6,56.5
16571,177.8,50.8
16572,179.7,65.7
16573,174.8,61.1
16574,176.5,63.4
16575,180.5,67.7
16576,169.1,54.6
16577,175.5,63.4
16578,172.2,59.4
16579,168.0,54.2
16580,170.2,57.6
16581,169.2,60.7
16582,173.0,61.4
16583,181.9,65.1
16584,173.7,58.1
16585,182.9,68.8
16586,183.3,67.4
16587,162.1,47.6
16588,170.5,60.2
16589,174.4,51.8
16590,174.7,52.7
16591,164.4,58.1
16592,171.4,62.1
16593,166.6,54.9
16594,176.7,59.9
16595,166.5,62.5
16596,178.3,54.4
16597,172.8,58.5
16598,175.5,60.4
16599,170.4,60.0
16600,180.6,59.0
16601,169.1,59.9
16602,171.1,53.2
16603,177.0,61.7
16604,172.8,57.2
16605,171.3,56.7
16606,172.3,59.5
16607,176.5,59.7
16608,166.7,58.6
16609,168.4,52.8
16610,172.8,51.5
16611,175.0,60.8
16612,175.1,56.1
16613,181.1,58.2
16614,173.9,54.0
16615,177.6,62.5
16616,178.0,59.0
16617,172.6,54.9
16618,168.2,54.0
16619,171.2,56.3
16620,173.2,60.6
16621,171.4,55.6
16622,178.3,62.7
16623,171.4,60.6
16624,171.8,57.5
16625,173.8,62.0
16626,175.5,59.2
16627,166.0,51.1
16628,183.6,73.0
16629,170.6,57.8
16630,177.7,65.4
16631,177.0,58.8
16632,177.5,67.0
16633,171.8,59.2
16634,171.0,53.9
16635,175.2,56.5
16636,171.9,46.8
16637,170.0,57.4
16638,171.6,53.9
16639,165.2,53.2
16640,172.8,59.7
16641,170.6,64.9
16642,171.3,56.9
16643,168.7,51.3
16644,166.1,59.5
16645,172.0,55.4
16646,176.6,58.1
16647,170.4,56.6
16648,173.2,56.6
16649,175.1,63.1
16650,176.4,61.5
16651,169.8,50.8
16652,171.8,65.3
16653,175.3,55.3
16654,178.5,54.8
16655,181.2,58.8
16656,176.7,61.7
16657,171.3,56.0
16658,174.6,57.3
16659,180.7,73.0
16660,169.0,53.6
16661,176.2,52.2
16662,171.6,55.0
16663,174.8,55.6
16664,167.6,55.5
16665,166.2,50.5
16666,170.9,57.5
16667,179.0,69.4
16668,176.1,60.8
16669,177.8,67.7
16670,163.6,52.5
16671,177.7,56.5
16672,180.8,63.4
16673,173.2,56.8
16674,177.1,61.2
16675,168.1,54.8
16676,172.9,61.3
16677,170.0,53.8
16678,182.7,55.6
16679,184.7,63.4
16680,172.9,58.7
16681,181.1,54.6
16682,174.6,56.1
16683,168.9,57.4
16684,161.0,51.0
16685,178.0,65.5
16686,185.7,70.6
16687,172.1,49.5
16688,170.6,55.5
16689,175.0,57.3
16690,171.5,56.8
16691,175.3,55.2
16692,170.0,50.0
16693,176.9,63.4
16694,175.9,54.1
16695,178.3,61.9
16696,179.9,68.5
16697,168.8,51.5
16698,176.8,62.5
16699,171.7,60.3
16700,177.2,60.4
16701,173.3,57.4
16702,168.3,62.3
16703,178.6,56.4
16704,167.9,53.4
16705,171.0,55.6
16706,175.5,58.1
16707,167.0,44.3
16708,183.9,62.5
16709,177.0,68.8
16710,174.6,65.1
16711,171.5,61.5
16712,172.9,50.4
16713,171.8,51.2
16714,173.4,53.0
